지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm)
108,서울,2025-06-11,22.7,15.9,526,28.5,1418,,,
108,서울,2025-06-12,25.5,17.9,537,33.1,1616,,,
108,서울,2025-06-13,24,20.1,2224,29.4,1234,5.08,.9,1.5
108,서울,2025-06-14,25.6,20.3,1,32.1,1647,,,
108,서울,2025-06-15,26.3,21.7,607,33.2,1410,5.08,3.1,7.9
108,서울,2025-06-16,23,21.8,2351,25.1,1245,10.5,9.5,13.1
108,서울,2025-06-17,24.8,21.1,510,29.6,1526,,,
108,서울,2025-06-18,25.5,21.2,536,30.9,1508,,,
108,서울,2025-06-19,28.1,21.1,549,34.2,1426,.92,.6,.8
108,서울,2025-06-20,24.1,22.2,2318,28.3,1,23.67,2.6,8
108,서울,2025-06-21,22,20.5,2354,24.2,1643,8.17,.2,.5
108,서울,2025-06-22,23.3,18.1,536,28.6,1515,,,
108,서울,2025-06-23,26.1,19.4,534,31.7,1620,,,
108,서울,2025-06-24,25,20.5,2332,28,1244,4.08,.9,2.1
108,서울,2025-06-25,20.9,19.5,327,22.1,1407,18.08,1,2.8
108,서울,2025-06-26,22.2,19.9,449,24.2,1734,3.5,.3,1
108,서울,2025-06-27,25,21.1,440,29.3,1620,1.97,0,0
108,서울,2025-06-28,26.2,24.5,555,28.1,1514,5.83,.2,.5
108,서울,2025-06-29,27.1,24.9,654,30.2,1659,1,0,0
108,서울,2025-06-30,28.2,25.6,516,31.2,1354,,,
108,서울,2025-07-01,28.6,26.2,729,31.8,1336,3.67,.9,.9
108,서울,2025-07-02,28.6,26.8,520,30.9,1247,.33,0,0
108,서울,2025-07-03,28.3,26.5,2357,32,1523,.08,0,0
108,서울,2025-07-04,27.2,25.7,453,30,1436,1.75,0,0
108,서울,2025-07-05,28.4,26,459,32.3,1501,,,
108,서울,2025-07-06,29.1,26.3,727,32.8,1408,,,
108,서울,2025-07-07,29.1,26.7,545,33.2,1623,,,
108,서울,2025-07-08,31.3,26.9,612,37.8,1509,3,5.3,6.4
108,서울,2025-07-09,31.9,27.4,530,36,1629,,,
108,서울,2025-07-10,31.4,27.3,554,36.2,1553,,,
108,서울,2025-07-11,30.2,24.6,559,36.1,1658,,,
108,서울,2025-07-12,30.3,24.4,554,36.5,1617,,,
108,서울,2025-07-13,27.7,25.6,2346,31,1241,2.5,0,0
108,서울,2025-07-14,24.2,21.7,2343,28.1,1129,12.25,.9,4
108,서울,2025-07-15,23.6,21.5,200,25.9,1516,11.17,.6,1.3
108,서울,2025-07-16,23.3,22.2,2111,24.8,820,16.33,8,27
108,서울,2025-07-17,23.3,22,1000,24.4,1525,18.58,19,32.5
108,서울,2025-07-18,24.7,22.9,903,27.2,1820,11,4.7,9.5
108,서울,2025-07-19,23.9,21.9,405,25.8,1719,23.17,10.4,32.1
108,서울,2025-07-20,27.7,25,543,31.3,1643,6.92,3.3,7.2
108,서울,2025-07-21,28.5,25.6,414,31.6,1455,1,0,0
108,서울,2025-07-22,28.8,26.6,527,32.2,1431,.58,.1,.1
108,서울,2025-07-23,28.9,25.5,540,33.3,1418,,,
108,서울,2025-07-24,29.8,25.8,533,34.1,1350,,,
108,서울,2025-07-25,31.1,25.6,546,36.3,1531,,,
108,서울,2025-07-26,32.3,27.6,551,37.1,1701,,,
108,서울,2025-07-27,32.8,28.3,550,38,1535,,,
108,서울,2025-07-28,32.2,28.8,555,36.4,1529,,,
108,서울,2025-07-29,32,27.6,548,36.7,1428,,,
108,서울,2025-07-30,32.1,28.3,512,36.3,1447,,,
108,서울,2025-07-31,30.9,29.3,610,34.6,1432,,,
108,서울,2025-08-01,31,27.8,538,35.1,1213,.25,0,0
108,서울,2025-08-02,31.2,27.3,605,36.2,1600,,,
108,서울,2025-08-03,28.8,24,2359,32.5,1348,7.25,.6,1.4
108,서울,2025-08-04,28.1,23.7,522,33.9,1647,5.92,.4,.9
108,서울,2025-08-05,29.1,25.4,558,33.5,1505,,,
108,서울,2025-08-06,27.1,25.8,2028,29.3,1058,10.5,4.3,9.6
108,서울,2025-08-07,28.2,25.4,602,32.3,1541,,,
108,서울,2025-08-08,26.6,23.9,615,30.2,1404,1.75,5,6.3
108,서울,2025-08-09,24.9,23.1,2356,26.4,1738,5.92,1.2,2.8
108,서울,2025-08-10,27.3,21,538,33.2,1559,,,
108,서울,2025-08-11,27,25,543,29.5,1415,.25,0,0
108,서울,2025-08-12,28.6,23.3,559,34.1,1602,,,
108,서울,2025-08-13,25.1,22,1053,27.1,1719,15.67,16.5,32.7
108,서울,2025-08-14,25.5,24.2,736,26.9,1649,12.48,12.3,24.6
108,서울,2025-08-15,27.1,24.4,505,30.9,1557,3.17,0,0
108,서울,2025-08-16,28.2,25.5,429,32.2,1434,,,
108,서울,2025-08-17,28.4,26.1,355,32,1358,,,
108,서울,2025-08-18,28.9,27,548,32.9,1453,7.42,.4,1.3
108,서울,2025-08-19,29.1,26.9,525,32.3,1444,,,
108,서울,2025-08-20,29.4,26.9,602,32.8,1434,.75,0,0
108,서울,2025-08-21,29.8,27.4,519,34.3,1402,,,
108,서울,2025-08-22,29.4,26.1,539,33.5,1519,,,
108,서울,2025-08-23,29.3,27.4,456,32.2,1624,,,
108,서울,2025-08-24,30.2,26.9,451,34.7,1451,,,
108,서울,2025-08-25,28.7,26.3,940,32.2,1649,6.93,10.8,14.2
108,서울,2025-08-26,27.6,25.5,609,31.8,1543,8.75,1.2,2.5
108,서울,2025-08-27,26.7,23.6,617,30.8,1541,,,
108,서울,2025-08-28,28.3,24.7,617,31,1350,,,
108,서울,2025-08-29,29,27.3,543,32.8,1350,6.82,11.5,12.5
108,서울,2025-08-30,28.4,25.8,832,31.8,1604,6.92,8.6,10.7
108,서울,2025-08-31,28.5,25.1,549,31.8,1438,.08,0,0
108,서울,2025-09-01,26.1,24.4,2357,28.2,1329,7.75,5.3,8.5
108,서울,2025-09-02,26,22,643,30.6,1651,,,
108,서울,2025-09-03,27.6,22.6,608,32.1,1538,,,
108,서울,2025-09-04,25.8,22.8,626,29.8,1551,9.92,11.5,34.4
108,서울,2025-09-05,27.9,23.5,556,33,1520,,,
108,서울,2025-09-06,26.8,25.4,1941,30.4,1518,9.07,8.9,14.9
108,서울,2025-09-07,25.3,22.3,2353,28.3,1310,1.07,.2,.5
108,서울,2025-09-08,24.4,20.6,623,29.5,1454,3.75,0,0
108,서울,2025-09-09,23.7,21.4,2356,26.9,1615,5.5,0,0
108,서울,2025-09-10,24.8,18.4,642,31.5,1615,,,
108,서울,2025-09-11,25.8,19.9,539,31.7,1604,,,
108,서울,2025-09-12,23.9,21.1,2400,26.3,1232,7.33,.7,2.7
108,서울,2025-09-13,23.3,20.4,205,27.6,1608,8.58,6,22.5
108,서울,2025-09-14,24.8,21.5,624,29.3,1616,,,
108,서울,2025-09-15,25.7,20.8,638,30.7,1447,,,
108,서울,2025-09-16,23.7,22.2,429,27.1,1327,4.27,9.7,14.8
108,서울,2025-09-17,22.7,21.2,2354,24,837,8.5,21.5,41.2
108,서울,2025-09-18,22.1,19.6,606,26,1513,,,
108,서울,2025-09-19,19.4,17.9,2352,21.4,1152,15.08,2.5,7.1
108,서울,2025-09-20,20,17.5,336,23.6,1635,8.58,2.8,11.6
108,서울,2025-09-21,21.6,17.2,540,27.3,1507,,,
108,서울,2025-09-22,21.3,17.6,636,25.1,1341,,,
108,서울,2025-09-23,22.7,19.2,626,26.8,1530,.83,0,0
108,서울,2025-09-24,22,20.4,340,23.7,1144,11.5,10.2,24.6
108,서울,2025-09-25,22.5,20.2,2351,26.4,1622,1.25,.2,.3
108,서울,2025-09-26,21.7,17.8,626,27.1,1543,,,
108,서울,2025-09-27,22.5,17.6,617,27.2,1420,,,
108,서울,2025-09-28,20,18.4,1000,21.9,1411,7.92,2.4,13
108,서울,2025-09-29,19.6,16.6,656,23.9,1454,,,
108,서울,2025-09-30,19.8,17.3,625,24,1409,,,
108,서울,2025-10-01,20.5,16.7,626,25.6,1421,,,
108,서울,2025-10-02,21.4,17.3,620,25.8,1324,,,
108,서울,2025-10-03,21.2,19.8,621,22.3,1338,9.33,.2,.3
108,서울,2025-10-04,22.5,20.9,624,25,1405,2.23,0,0
108,서울,2025-10-05,21.4,20.6,1953,22.3,32,7.17,3.9,10.4
108,서울,2025-10-06,17.6,15.4,2001,20.7,1,19.67,2.3,8.1
108,서울,2025-10-07,18.2,15.5,1,20,1322,22.67,.5,2
108,서울,2025-10-08,21.9,17.2,652,28,1518,.58,0,0
108,서울,2025-10-09,20,16.9,2348,22.6,1304,8,.1,.2
108,서울,2025-10-10,17,16,308,17.7,1309,23.92,2,7
108,서울,2025-10-11,20.3,17.3,13,23.8,1357,16.17,1.5,4.8
108,서울,2025-10-12,19,17.6,350,21.4,1302,2.5,.1,.1
108,서울,2025-10-13,15.7,13.9,1950,18.3,1,17,1.4,4.7
108,서울,2025-10-14,17.9,14.4,1,20.9,1402,6.5,.2,.4
108,서울,2025-10-15,20.2,16.1,615,25.3,1414,6.08,.3,1.2
108,서울,2025-10-16,20.2,17,706,24.8,1452,3.58,.2,.6
108,서울,2025-10-17,19.9,15.6,600,24.8,1353,7.75,1.7,5.3
108,서울,2025-10-18,15.8,14.2,2356,18.6,1,7.83,.6,2.8
108,서울,2025-10-19,14.5,8.9,2353,19.2,1322,,,
108,서울,2025-10-20,10,5.3,649,16.5,1517,,,
108,서울,2025-10-21,9.2,4.8,544,14.1,1439,,,
108,서울,2025-10-22,13.1,6.6,340,18.6,1508,,,
108,서울,2025-10-23,14.9,11.8,452,19.6,1424,,,
108,서울,2025-10-24,15.8,11.3,710,21.5,1546,,,
108,서울,2025-10-25,14.4,12.6,737,17.7,1529,,,
108,서울,2025-10-26,12.2,10.6,2356,13.9,1434,2.67,.3,.4
108,서울,2025-10-27,8.1,3.7,727,12.2,1456,,,
108,서울,2025-10-28,8.5,3,734,14.4,1420,,,
108,서울,2025-10-29,11.4,6.2,332,18.3,1507,,,
108,서울,2025-10-30,12.8,7.7,655,18.2,1344,,,
108,서울,2025-10-31,15.1,11.3,604,20.7,1432,2.83,.3,.7
108,서울,2025-11-01,12.9,10.5,722,17.7,1431,4.67,,
108,서울,2025-11-02,8,3.7,2352,11.7,1414,.32,,
108,서울,2025-11-03,7.2,.5,618,14.7,1438,,,
108,서울,2025-11-04,10.2,5.5,633,16.3,1507,,,
108,서울,2025-11-05,11.6,5.7,653,19,1406,,,
108,서울,2025-11-06,12.5,7.3,712,18.8,1434,,,
108,서울,2025-11-07,13.9,8.3,728,19.9,1445,,,
108,서울,2025-11-08,14.5,12.3,317,17,1430,.52,,
108,서울,2025-11-09,13.5,10.4,2352,17.6,1302,,,
108,서울,2025-11-10,8.3,5.4,701,12.7,1455,,,
108,서울,2025-11-11,8.9,3.9,318,15.1,1359,,,
108,서울,2025-11-12,10.8,6,549,17.7,1424,,,
108,서울,2025-11-13,11.1,6.7,508,17.6,1424,,,
108,서울,2025-11-14,9.1,4.5,746,15.1,1421,,,
108,서울,2025-11-15,9.8,3.6,737,17.5,1516,,,
108,서울,2025-11-16,11.6,5.5,731,18.7,1346,1.25,,
108,서울,2025-11-17,3.2,-.7,2355,9.7,1,,,
108,서울,2025-11-18,1.6,-2,546,6.5,1443,,,
108,서울,2025-11-19,3,-1.6,727,8.6,1502,,,
108,서울,2025-11-20,7.4,1.6,106,14.6,1453,,,
108,서울,2025-11-21,7.4,1,655,12.5,1406,,,
108,서울,2025-11-22,9.6,5.4,739,15.1,1412,,,
108,서울,2025-11-23,10.9,6.6,235,14.4,1419,,,
108,서울,2025-11-24,12.4,9.6,2350,16.8,1448,,,
108,서울,2025-11-25,7.4,5.3,2328,9.6,1,3.58,,
108,서울,2025-11-26,6.4,3.5,750,10.9,1241,,,
108,서울,2025-11-27,5.1,2.5,2350,8.7,1323,5.83,,
108,서울,2025-11-28,2.3,-1.3,728,7,1436,,,
108,서울,2025-11-29,5.7,.3,615,9.3,2317,2.92,,
108,서울,2025-11-30,12.4,9.1,34,16.1,1406,,,
108,서울,2025-12-01,5.5,2.3,2358,12.2,1,,,
108,서울,2025-12-02,.1,-5.4,2354,3.3,1500,,,
108,서울,2025-12-03,-5.9,-8.1,2359,-2.8,1436,,,
108,서울,2025-12-04,-3.2,-9.4,650,3.5,1503,2.5,,
108,서울,2025-12-05,-2.6,-6.9,725,2.5,1517,,,
108,서울,2025-12-06,2.1,-2,8,4.5,1555,3.17,,
108,서울,2025-12-07,8.3,3.4,739,13.4,1350,,,
108,서울,2025-12-08,3.4,.8,2358,7.3,1440,,,
108,서울,2025-12-09,2.8,-2.4,744,8.7,1357,,,
108,서울,2025-12-10,4.9,.7,550,8.6,1503,,,
108,서울,2025-12-11,4,-1.8,2352,8.4,1412,5.17,,
108,서울,2025-12-12,2,-3.6,611,7,1440,,,
108,서울,2025-12-13,2.6,-.8,2347,4.5,853,13.67,,
108,서울,2025-12-14,-.1,-1.5,2359,3.1,1554,3.5,,
108,서울,2025-12-15,.7,-3.5,654,4.5,1456,,,
108,서울,2025-12-16,3.8,2.1,1,5,2344,8.33,,
108,서울,2025-12-17,4.2,1.2,2354,7.6,1514,,,
108,서울,2025-12-18,2.3,-1.9,750,8.5,1402,,,
108,서울,2025-12-19,4.9,-.7,608,9.9,1548,,,
108,서울,2025-12-20,7.3,1,2359,10.7,1300,8.82,,
108,서울,2025-12-21,-1.1,-3.4,2351,2.5,1438,,,
108,서울,2025-12-22,-.7,-5.9,741,5.1,1543,,,
108,서울,2025-12-23,2.6,.1,1,4.3,1222,10.75,,
108,서울,2025-12-24,2.8,-1,2346,6.3,1452,,,
108,서울,2025-12-25,-3.6,-8.9,2345,0,1406,,,
108,서울,2025-12-26,-8.2,-11.8,759,-4,1456,,,
108,서울,2025-12-27,-2.6,-8.3,22,.5,1550,.33,,
108,서울,2025-12-28,3.2,0,1,6.1,1518,4.42,,
108,서울,2025-12-29,4.9,-.1,2345,9.1,1446,2,,
108,서울,2025-12-30,-.5,-3.7,802,3.8,1446,,,
108,서울,2025-12-31,-5.6,-8.9,2345,-1.2,1,,,
